Item,Arousal.Mean,Arousal.SD,Arousal.N,Arousal.Min,Arousal.Max,Arousal.Unknown,Concreteness.Mean,Concreteness.SD,Concreteness.N,Concreteness.Min,Concreteness.Max,Concreteness.Unknown,Embodiment.Mean,Embodiment.SD,Embodiment.N,Embodiment.Min,Embodiment.Max,Embodiment.Unknown,Imageability.Mean,Imageability.SD,Imageability.N,Imageability.Min,Imageability.Max,Imageability.Unknown,Valence.Mean,Valence.SD,Valence.N,Valence.Min,Valence.Max,Valence.Unknown
disremember,4.75,1.57,16,1,7,4,2.09,1.16,23,1,5,4,2.74,1.66,19,1,6,2,2.52,1.47,21,1,6,3,3.38,1.33,26,1,5,4
disrobe,6,1.97,19,2,9,5,4.22,1.09,23,1,5,6,5.09,1.9,23,1,7,4,5.78,1.44,23,2,7,5,5,1.47,24,2,8,5
disrupt,6.95,1.12,21,5,9,NA,3.04,1.51,25,1,5,NA,3.35,1.83,26,1,7,NA,4.28,2.11,25,1,7,NA,2.34,1.4,29,1,6,NA
dissect,5.57,1.22,14,3,7,1,3.75,1.29,24,1,5,1,4.48,2.04,25,1,7,1,5.53,1.61,30,1,7,1,4.35,1.36,31,2,7,1
disseminate,5.42,1.16,12,4,7,7,1.84,0.83,19,1,3,6,2.47,1.55,15,1,6,8,2.84,1.83,19,1,7,9,4.44,1.29,18,1,7,8
dissipate,4.4,1.5,20,2,7,3,2.33,1.2,24,1,5,2,2.33,1.55,24,1,7,1,3.52,1.81,21,1,7,3,4.39,1.23,28,1,7,3
dissipated,4,1.86,16,1,7,2,2.74,1.18,23,1,5,2,2.35,1.41,43,1,6,6,4.36,1.97,28,1,7,2,4.45,1.15,31,1,7,3
dissociate,4.17,2.09,18,1,8,NA,2.84,1.31,25,1,5,3,3.71,2.18,24,1,7,1,3.43,1.95,28,1,7,1,3.76,1.55,29,1,7,1
dissolve,3.94,1.56,17,2,8,NA,3.38,1.5,24,1,5,NA,2.04,1.21,25,1,5,NA,5.75,1.53,28,2,7,NA,4.78,1.45,27,1,8,2
dissolving,3.59,2,17,1,8,NA,3.46,1.47,24,1,5,NA,2.2,1.63,25,1,6,NA,6.07,1.25,28,2,7,NA,4.41,1.18,29,1,6,NA
dissuade,4.5,2.03,14,1,8,5,1.77,0.92,22,1,4,6,3.04,1.99,23,1,7,5,2.18,1.44,22,1,6,5,4.29,1.46,24,1,7,6
distend,5.5,2.35,12,1,9,9,3.29,1.07,14,2,5,9,3.78,1.83,18,1,7,8,3.33,2.09,18,1,6,8,3.52,1.66,21,1,5,7
distinguish,4.94,1.55,18,1,8,NA,2.12,1.13,25,1,5,NA,2.82,1.65,49,1,6,NA,3.47,1.98,30,1,7,NA,5.59,1.81,34,1,9,NA
distinguishing,5.15,1.31,20,3,9,NA,2.11,1.12,27,1,5,NA,2.24,1.26,21,1,5,NA,2.92,1.77,24,1,6,NA,5.53,1.48,30,1,9,NA
distort,5.72,1.64,18,1,8,NA,3.11,1.25,27,1,5,NA,3.75,2.03,24,1,7,NA,4.45,1.74,22,1,7,NA,3.82,1.56,28,1,9,NA
distract,5.36,1.84,22,1,8,NA,3.35,1.09,26,1,5,NA,3.96,1.87,23,1,7,NA,5.04,1.6,24,2,7,NA,3.97,1.24,29,1,6,NA
distribute,4.79,1.72,19,1,8,NA,3.96,1,24,2,5,NA,4.29,1.79,21,1,7,NA,4.97,1.82,29,1,7,NA,5.89,1.26,28,5,9,NA
distributed,4.33,0.9,15,3,6,NA,3,1.5,25,1,5,NA,2.72,1.77,25,1,6,1,4.26,1.73,31,1,7,NA,5.75,1.27,32,3,9,NA
disturb,6.43,1.08,21,4,9,NA,3.43,1.1,28,1,5,NA,3.79,1.81,28,1,7,NA,4.69,1.91,32,1,7,NA,2.66,1.29,32,1,5,NA
diverge,5.79,1.42,14,3,9,NA,3.38,1.4,21,1,5,2,2.76,1.92,25,1,7,1,4.52,2.1,25,1,7,2,4.56,1.37,27,1,6,1
diversify,5.95,1.78,19,3,9,NA,1.96,1.1,25,1,5,NA,2.26,1.68,23,1,7,NA,3.79,2.01,28,1,7,NA,7.23,1.27,26,5,9,NA
divert,5.44,1.5,18,3,9,NA,2.79,1.14,24,1,5,1,2.88,1.6,49,1,7,NA,4,1.91,30,1,7,NA,4.85,1.44,34,1,9,NA
diverting,5,1.78,18,1,9,NA,2.75,1.57,24,1,5,3,3.22,1.68,23,1,7,1,3.43,1.75,21,1,7,1,4.89,1.12,27,3,9,1
divest,5.27,2.28,11,1,9,9,2.12,0.96,16,1,4,9,2.93,1.87,15,1,7,15,2.5,1.57,12,1,6,13,4,1.93,15,1,6,15
divulge,5.08,1.55,13,2,8,2,2.58,1.26,19,1,5,4,2.92,1.61,25,1,6,2,3.25,2.03,24,1,7,3,4.81,1.66,21,1,8,7
does,4.3,1.49,20,1,6,NA,2.7,1.59,27,1,5,NA,3.1,2.1,21,1,7,NA,2.46,1.93,24,1,7,NA,5.5,1.01,30,5,8,NA
doff,5,0,3,5,5,17,1.4,0.55,5,1,2,22,3.25,2.87,4,1,7,17,2,1,3,1,3,20,5,2.83,4,3,9,26
domesticate,5.44,1.69,18,1,9,2,2.48,1.31,23,1,5,4,2.53,1.61,19,1,6,2,3.6,1.76,20,1,6,4,5.04,1.79,27,1,9,3
dominate,7.11,1.6,18,5,9,NA,2.89,1.42,27,1,5,NA,4.42,2.04,24,1,7,NA,5,1.98,22,1,7,NA,5.25,1.76,28,1,9,NA
domineer,5.44,1.42,9,3,7,6,2.64,1.43,11,1,5,14,3.07,1.62,15,1,6,11,2.71,1.83,17,1,6,14,4.28,1.81,18,1,9,14
domineering,6.65,2.06,17,1,9,3,2.72,1.27,18,1,5,6,2.9,1.92,21,1,7,4,4.04,1.85,23,1,7,5,3.77,1.8,26,1,9,4
donate,3.6,2.6,20,1,9,NA,3.83,1.09,24,2,5,NA,3.64,2.31,25,1,7,NA,5.29,1.92,28,1,7,NA,8.1,1.16,30,5,9,NA
donated,4.32,1.91,22,2,9,NA,3.54,1.24,26,1,5,NA,3.91,1.81,23,1,7,NA,5.54,1.64,24,2,7,NA,7.45,1.53,29,4,9,NA
dooms,6.06,1.48,16,3,9,2,1.91,0.97,22,1,5,3,2.16,1.41,43,1,7,6,3,1.8,27,1,7,3,2.71,1.49,31,1,6,3
dotted,5.23,1.64,13,1,8,NA,3.2,1.55,25,1,5,1,2.38,1.8,21,1,7,2,5,2.27,27,1,7,1,5.09,1.48,22,1,9,2
doubled,5.47,1.93,19,1,9,NA,2.67,1.24,27,1,5,NA,2.21,1.32,24,1,6,NA,5,2.02,25,1,7,NA,5.33,0.96,30,4,9,NA
doubting,5.6,1.8,15,2,9,NA,2.32,1.35,25,1,5,NA,3.5,2.16,26,1,7,NA,3.45,2.1,31,1,7,NA,2.5,1.05,32,1,4,NA
douse,5.19,2.43,16,1,9,4,3.65,1.5,20,1,5,5,4.28,1.88,25,1,7,5,5.62,1.32,21,3,7,5,4.73,1.54,26,1,9,4
dowse,5.69,2.18,16,2,9,3,3.25,1.41,20,1,5,5,3.65,2.12,17,1,7,6,4.67,2.27,21,1,7,7,4.74,1.33,19,2,7,8
dozed,2.16,1.46,19,1,6,1,3.64,0.95,22,2,5,1,5.32,1.86,25,1,7,2,5.44,1.94,25,1,7,NA,5.23,1.5,30,3,9,1
dragged,6.63,2.14,19,1,9,NA,4.61,0.69,28,3,5,NA,5.57,1.67,28,1,7,NA,6.19,1.27,27,3,7,NA,3.2,1.63,30,1,8,NA
dramatize,7.35,1.57,20,3,9,NA,2.81,1.36,26,1,5,NA,3.81,1.88,26,1,7,NA,4.84,2.01,25,1,7,NA,4.74,2.12,27,1,9,NA
drank,5.45,1.96,20,2,9,NA,4.72,0.54,25,3,5,1,6.44,0.77,25,5,7,1,6.64,0.64,25,5,7,NA,6.46,1.53,26,3,9,1
dreaded,6.57,1.78,21,3,9,NA,1.82,1.01,22,1,4,NA,3,1.72,24,1,6,NA,3.74,1.89,27,1,7,2,2.18,1.16,28,1,5,1
dreamt,5.29,3.24,21,1,9,NA,2.83,1.54,29,1,5,NA,4.85,2.41,27,1,7,1,5.18,1.93,28,1,7,NA,7.58,1.48,33,4,9,NA
dressed,4,2.14,21,1,9,NA,4.57,0.73,23,2,5,NA,6.46,0.76,26,5,7,NA,6.58,1.1,26,3,7,NA,5.86,1.63,28,3,9,NA
dripping,5.1,2.1,20,2,9,NA,4.6,0.58,25,3,5,NA,4.29,2.2,24,1,7,NA,6.68,0.48,25,6,7,NA,4.52,1.53,29,1,8,NA
driven,6.77,1.93,22,1,9,1,2.42,1.36,26,1,5,NA,3.76,1.85,25,1,7,NA,4.25,1.96,24,1,7,NA,7.29,1.83,31,4,9,NA
drooping,3.69,2.14,13,1,8,NA,4.04,1.21,25,1,5,1,5.18,1.99,22,1,7,1,5.64,1.77,28,1,7,NA,3.22,1.51,23,1,7,1
drove,4.24,2.39,17,1,7,NA,4.58,0.65,24,3,5,NA,5.6,1.61,25,2,7,NA,6.04,1.62,28,1,7,NA,6.03,1.55,29,3,9,NA
drowse,2.26,1.41,19,1,5,6,3.3,1.46,23,1,5,5,5.09,1.9,23,1,7,3,5,1.95,23,1,7,5,4,1.33,27,1,7,5
drumming,6.47,2.32,19,2,9,NA,4.91,0.42,23,3,5,NA,6.37,1.04,27,3,7,NA,6.96,0.2,25,6,7,NA,6.5,1.41,30,4,9,NA
dubbed,4.83,1.03,12,3,7,6,2.4,0.88,20,1,4,6,2.07,1.39,15,1,6,6,2.47,1.31,19,1,5,6,5.21,1.06,24,3,9,6
ducking,6.06,1.34,17,5,9,3,4.7,0.66,20,3,5,3,6.58,0.78,24,5,7,3,6.7,0.7,23,5,7,2,4.81,0.56,27,4,6,4
dug,5.36,1.29,22,3,8,NA,4.64,0.76,25,2,5,1,5.7,1.33,23,2,7,NA,6.48,0.95,23,3,7,1,4.48,0.98,27,2,5,2
dwelt,4.41,1.73,17,1,8,3,2.45,1.28,20,1,5,4,2.94,2.13,18,1,7,7,3.9,2.05,21,1,7,7,3.52,2.04,23,1,8,7
dwindle,4.09,1.63,22,1,7,2,2.28,1.24,25,1,5,4,2.88,1.7,24,1,7,3,3.56,1.98,25,1,7,3,3.89,1.58,27,1,7,3
dwindling,4.94,1.98,18,2,8,3,2.5,1.14,26,1,5,3,2.27,1.52,22,1,7,6,3.75,2.21,24,1,7,4,4.28,1.33,29,1,8,4
earmark,5.3,1.7,10,2,9,11,2.8,1.4,10,1,5,15,3.44,2.4,9,1,7,18,4.4,1.65,10,2,7,16,4.56,1.88,9,1,7,20
eavesdrop,5.89,1.49,18,2,9,1,4.14,1.18,28,1,5,NA,5.33,1.79,24,1,7,1,5.93,1.44,30,2,7,1,4.31,1.91,32,1,9,1
economize,4.88,1.27,17,1,6,2,1.72,1.24,25,1,5,3,1.88,1.31,26,1,5,2,1.75,1.26,24,1,5,3,4.92,1.62,26,1,9,4
edify,5.5,1,4,5,7,16,1.88,0.64,8,1,3,19,2.67,1.86,6,1,5,15,2.29,0.95,7,1,3,16,5.33,1.97,6,3,9,24
editorialize,3.95,1.75,19,1,6,1,2.76,1.45,21,1,5,3,2.55,1.9,22,1,7,3,3.08,2,24,1,7,4,5.85,1.59,27,4,9,3
educate,6.31,2.44,16,1,9,NA,2.56,1.58,25,1,5,NA,3.79,2.13,24,1,7,NA,4.61,2.23,23,1,7,NA,7.29,1.27,28,5,9,NA
effervesce,5.29,1.6,7,3,8,14,3,1.41,8,1,5,17,2.88,1.73,8,1,5,19,4,2.56,8,1,7,18,5.64,1.8,11,2,9,18
ejaculate,7,2.2,18,1,9,NA,4.64,0.56,28,3,5,NA,6.36,0.99,25,4,7,NA,6.03,1.45,29,1,7,NA,5.73,2.21,30,1,9,NA
eject,7.37,1.38,19,5,9,NA,4.25,0.68,24,3,5,NA,4.1,2.07,21,1,7,NA,6.03,1.21,29,3,7,NA,4.03,1.68,29,1,8,NA
electrify,7.26,1.63,19,5,9,1,2.63,1.21,27,1,5,1,2.7,1.77,23,1,7,1,4.3,2.02,27,1,7,NA,5.58,1.55,26,2,9,1
electrocute,7.71,1.49,21,4,9,NA,4.45,0.91,29,2,5,NA,5.68,1.85,28,1,7,NA,6.64,0.99,28,3,7,NA,2.3,1.59,33,1,6,NA
elevate,6,2.26,19,1,9,NA,3.32,1.25,25,1,5,NA,3.43,1.8,23,1,7,NA,4.82,1.87,28,1,7,NA,7,1.47,27,5,9,NA
elicit,6.53,1.41,15,5,9,NA,2.19,1.12,21,1,4,2,2.46,1.53,24,1,6,3,2.58,1.56,24,1,7,3,4.96,1.4,24,1,9,4
eliminate,6.75,1.8,20,2,9,NA,3.71,1.23,24,1,5,NA,3.56,2.36,25,1,7,NA,5.11,1.85,28,1,7,NA,3.33,2.04,30,1,9,NA
elongate,5.33,1.81,18,2,9,1,3.58,1.17,26,1,5,1,4,2.3,21,1,7,3,5.75,1.7,24,1,7,1,5.32,1.02,28,3,8,1
elongated,4.73,1.22,15,3,7,NA,3.2,1.29,25,1,5,NA,3.27,2.24,26,1,7,NA,5.13,2,31,1,7,NA,5.09,1,32,2,7,NA
elope,6.63,1.95,19,3,9,NA,3.12,1.33,24,1,5,1,4.74,1.81,23,1,7,NA,4.79,1.62,28,2,7,NA,5.6,1.98,25,1,9,1
elucidate,5,1.63,4,3,7,15,2,0.76,8,1,3,16,3,1.87,9,1,6,12,2.75,1.36,12,1,5,17,4.5,1.65,10,1,6,18
elude,5.26,1.88,19,2,9,2,2.38,1.4,21,1,5,4,3.3,1.58,23,1,6,4,3.5,1.82,22,1,7,4,4.92,1.56,24,1,8,5
emancipate,6.33,1.53,18,3,9,5,2.38,1.32,21,1,5,5,3.05,1.78,19,1,6,6,2.94,1.98,18,1,7,6,5.96,1.74,23,3,9,8
emasculate,6,2,16,1,9,4,1.7,0.98,20,1,5,4,4.1,2.13,20,1,7,4,3.1,2.2,20,1,7,5,3.35,1.47,23,1,6,6
emasculated,5.68,1.57,19,2,9,3,2.26,1.28,19,1,4,7,3.41,1.58,17,1,5,6,3.33,1.5,18,1,7,6,3.05,1.75,21,1,6,8
embalm,5.15,2.34,13,1,9,7,3.53,1.33,17,1,5,8,4.67,2.24,24,1,7,6,4.86,1.8,21,1,7,5,3.59,1.65,22,1,5,8
embark,6.7,1.72,20,4,9,1,2.68,1.29,22,1,5,1,3.85,2.05,26,1,7,NA,4.29,1.97,24,1,7,2,6.44,1.91,27,1,9,1
embarrass,7,1.41,15,4,9,NA,3.32,1.41,25,1,5,NA,5.15,1.91,26,1,7,NA,5.39,1.69,31,2,7,NA,1.81,1.09,32,1,4,NA
embed,4.62,1.54,16,1,7,3,3.19,1.17,21,1,5,3,3.24,1.79,17,1,7,4,4.16,1.77,25,1,7,4,5.07,0.55,27,4,6,2
embellish,5.81,1.56,16,3,9,1,2.86,1.36,22,1,5,2,3.82,1.87,22,1,7,3,4.64,2.12,25,1,7,3,5.92,1.72,26,1,9,3
embezzle,6.07,1.75,15,3,9,4,3,1.28,23,1,5,5,3.14,1.93,21,1,7,4,4.15,1.97,27,1,7,4,3.88,2.03,25,1,9,8
embitter,6.09,1.04,11,5,8,8,2.12,0.99,17,1,4,8,2.36,2.01,11,1,6,12,2.06,1.21,18,1,5,9,3.12,1.54,17,1,5,10
embody,5.37,2.5,19,1,9,NA,1.6,1.04,25,1,5,NA,4,2.2,23,1,7,NA,2.82,1.93,28,1,7,NA,5.88,1.45,26,4,9,NA
embolden,6.75,1.91,12,3,9,7,2.14,1.31,21,1,5,6,2.53,1.47,19,1,5,5,2.83,1.95,18,1,6,7,6.13,1.71,23,3,9,7
emboss,4.67,2.15,12,1,9,8,2.88,1.54,16,1,5,9,2.39,1.69,18,1,7,6,3.18,2.21,17,1,7,8,5,0.97,18,3,8,11
embracing,4.82,3.06,22,1,9,NA,4.35,0.94,26,2,5,NA,6.48,0.9,23,4,7,NA,6.46,0.88,24,4,7,NA,7.93,1.67,29,2,9,NA
embroider,4.25,1.48,24,1,7,NA,4.17,1.14,29,1,5,NA,3.44,2.15,27,1,7,NA,5.68,1.7,28,1,7,NA,6.29,1.38,28,5,9,1
embroil,5.79,2.49,14,1,9,3,2.4,1.3,15,1,5,9,2.85,1.63,20,1,6,5,3.74,1.79,19,1,7,9,3.91,1.66,22,1,7,7
emerge,5.05,2.04,21,1,9,NA,3.57,1.08,23,1,5,NA,4.27,2.01,26,1,7,NA,4.8,2.08,25,1,7,NA,5.71,1.15,28,4,9,NA
emigrate,5.47,1.41,15,3,7,4,3.17,1.64,23,1,5,5,4,2.52,23,1,7,2,4.74,1.87,27,1,7,4,5.29,1.33,28,1,8,5
emit,6.15,1.73,20,3,9,1,2.82,1.14,22,1,5,NA,2.67,1.66,24,1,7,NA,4.76,1.62,29,1,7,1,5.29,1.72,28,1,9,1
emote,6.55,2.38,11,2,9,5,3.31,1.45,16,1,5,8,4.69,2.5,16,1,7,8,4.38,2.16,16,1,7,7,5.63,1.3,19,5,9,9
emphasize,6.45,1.15,20,5,9,NA,2.78,1.31,27,1,5,NA,3.14,1.49,21,1,6,NA,3.29,1.9,24,1,7,NA,5.8,1.52,30,2,9,NA
employed,4.9,2.61,21,1,9,NA,3.28,1.59,25,1,5,NA,4.31,2.04,26,1,7,NA,5.84,1.62,25,2,7,NA,7.9,1.26,29,5,9,NA
empower,7.15,2.22,26,2,9,NA,1.88,0.99,24,1,4,NA,4.04,1.87,23,1,7,NA,4.04,1.89,26,1,7,NA,8.14,1.03,29,6,9,NA
emulate,4.47,1.74,17,1,7,3,2.09,0.92,22,1,4,3,3.14,1.8,21,1,7,3,3.14,1.96,21,1,7,4,5.81,1.7,26,1,9,3
emulsify,5,1.15,13,3,7,6,2.65,1.46,20,1,5,8,1.95,1.31,19,1,5,6,3.76,2.05,21,1,7,10,4.83,0.92,24,2,6,9
enable,5.2,2.18,15,1,9,NA,2.48,1.08,23,1,4,NA,2.74,2.03,27,1,7,NA,3.63,2.4,27,1,7,NA,5.61,1.57,28,3,9,NA
enact,5.2,1.77,20,1,9,1,3.21,1.26,29,1,5,NA,4.93,2.09,27,1,7,1,3.62,2.04,26,1,7,2,5.5,1.38,30,3,9,3
encamp,4.45,2.07,11,1,9,10,3,1.41,15,1,5,10,2.36,1.01,14,1,4,13,3.6,1.84,15,1,7,11,4.33,1.29,15,1,6,14
encapsulate,4.88,1.87,17,1,8,4,2.28,1.49,25,1,5,2,2.81,1.92,26,1,7,2,3.4,1.98,25,1,7,2,5.6,1.19,25,4,9,3
encase,4.71,1.76,21,1,8,NA,3.76,1.34,21,1,5,1,3.35,1.61,23,1,6,1,4.46,1.75,28,1,7,2,4.79,1.26,28,1,7,1
enchant,6.95,2.06,21,2,9,NA,1.89,1.22,27,1,4,NA,3.32,1.96,28,1,7,NA,4.26,2.12,27,1,7,NA,6.93,1.41,28,4,9,NA
enchanted,6.78,1.99,18,3,9,NA,1.81,0.9,26,1,5,NA,2,1.03,20,1,4,1,3.92,1.8,25,1,7,NA,7.57,1.36,30,5,9,NA
encircle,4.71,1.94,14,1,9,1,3.38,1.4,21,1,5,2,3.32,2.21,25,1,7,2,4.88,2.19,24,1,7,3,5,1.28,23,1,9,5
enclose,4.9,2.05,21,1,9,NA,3.36,1.09,22,2,5,1,3.56,1.98,25,1,7,1,4.6,1.94,25,1,7,1,4.41,1.12,27,1,6,1
encode,4.75,1.34,16,1,7,3,2.57,1.12,21,1,4,2,2.76,1.64,25,1,7,2,3.08,1.72,24,1,7,1,5.07,0.59,29,4,7,2
encompass,4.35,1.64,23,1,8,1,2.36,1.34,28,1,5,1,3.04,1.87,27,1,6,NA,3.15,1.95,26,1,7,1,5.57,1.1,28,3,9,2
encourage,5.89,2.51,19,2,9,NA,2.68,1.31,25,1,5,1,3.92,1.81,26,1,7,NA,4.48,1.94,25,1,7,NA,8.07,1.04,27,6,9,NA
encouraging,6.45,2.04,20,2,9,NA,2.93,1.49,27,1,5,NA,3.33,1.91,21,1,6,NA,4.71,1.71,24,1,7,NA,8.4,0.93,30,6,9,NA
encroach,5.93,1.82,14,2,9,5,2.14,1.06,21,1,5,6,2.87,1.19,15,1,5,9,2.58,1.68,19,1,6,6,3.79,1.32,19,1,6,11
encrust,4.82,1.25,11,3,7,8,3.24,1.2,17,2,5,9,2.78,1.63,18,1,6,8,4.15,2.08,20,1,7,5,5.1,1.29,20,2,9,7
endanger,7.48,1.21,21,6,9,NA,2.91,1.04,23,1,5,NA,3.96,1.89,26,1,7,NA,4,2.04,25,1,7,NA,2.07,1.05,28,1,4,NA
endeared,4.63,2.81,19,1,9,2,1.52,0.87,25,1,4,2,3.29,1.94,24,1,7,4,3.15,1.83,26,1,7,1,7.64,1.35,25,5,9,3
ended,5.06,1.98,18,1,9,NA,3,1.44,27,1,5,NA,2.67,1.74,24,1,6,NA,3,1.95,22,1,7,NA,3.04,1.6,28,1,5,NA
endorse,5,1.19,18,3,7,2,2.26,1.21,23,1,5,NA,2.48,1.31,27,1,5,NA,3,1.8,25,1,7,NA,5.84,1.44,31,3,9,NA
endorsed,5.77,1.86,26,1,8,NA,2.26,1.42,23,1,5,1,3.13,1.55,23,1,6,NA,3.12,1.93,26,1,7,NA,6.39,1.57,28,3,9,1
endow,4.31,1.84,13,1,7,8,2.24,1.18,21,1,5,8,2.37,1.54,19,1,6,9,2.62,1.63,21,1,6,7,5.18,1.47,22,3,9,11
endure,5.86,1.74,21,2,9,NA,2.22,1.2,23,1,5,NA,3.92,1.44,26,1,7,NA,3.73,1.76,26,1,7,NA,4.61,2.06,28,1,9,NA
enduring,5.1,2.26,21,1,9,NA,2.18,1.18,22,1,5,NA,3.92,2,24,1,7,NA,3.33,1.75,30,1,7,NA,6.21,2.16,29,1,9,NA
energize,7.8,2.02,20,2,9,NA,2.26,1.18,23,1,4,NA,4.81,1.47,27,1,7,NA,4.56,1.71,25,2,7,NA,7.87,1.09,31,5,9,NA
enfold,4.41,0.73,22,3,5,4,2.81,1.25,21,1,5,3,2.83,1.69,18,1,6,5,3.96,2.16,23,1,7,3,4.9,0.89,21,3,7,7
enforce,6.72,2.02,18,1,9,NA,2.73,1.46,26,1,5,NA,3.83,1.99,23,1,7,NA,4.6,1.8,25,1,7,NA,4.11,1.53,27,1,8,NA
engage,6.64,1.41,25,4,9,NA,2.71,1.27,28,1,5,NA,4.58,2.04,26,1,7,NA,4.54,2.15,28,1,7,NA,6.66,1.47,32,2,9,NA
engaged,6.94,2.31,18,1,9,NA,3.48,1.08,25,1,5,NA,4.82,1.68,49,1,7,NA,5.03,1.85,30,1,7,NA,7.29,1.47,34,5,9,NA
engender,5.5,1.38,12,3,8,10,2.08,1.19,13,1,5,13,2.33,1.15,12,1,5,11,2.31,1.8,13,1,6,11,4.79,1.42,14,1,7,15
engrave,4.2,1.74,20,1,7,1,4.39,0.83,28,2,5,1,3.59,1.99,27,1,7,1,5.8,1.52,30,2,7,2,5.62,1.29,29,2,9,2
engraved,4.1,1.45,21,1,6,NA,4.09,1.02,22,1,5,1,3.08,2.22,25,1,7,1,5.92,1.75,25,1,7,NA,5.25,1.43,28,2,9,NA
engross,5.28,2.22,18,2,9,4,2.33,1.15,21,1,5,5,2.8,1.94,20,1,7,3,3.85,1.81,20,1,7,4,6,1.38,22,4,9,7
engulf,6.18,1.33,22,4,9,1,3.27,1.34,26,1,5,NA,4.12,1.86,25,1,7,NA,5.08,1.93,24,1,7,NA,4.3,1.42,30,1,8,1
enhance,6.86,2.03,21,2,9,NA,2.15,1.23,27,1,5,NA,2.96,1.67,28,1,6,NA,3.37,2.04,27,1,7,NA,7.57,1.2,28,5,9,NA
enjoin,5.38,1.89,13,2,8,7,2.76,1.03,17,1,4,9,3.8,1.47,20,1,7,6,3.31,1.82,16,1,6,9,5.61,1.2,18,3,7,9
enjoying,6.82,2.46,17,1,9,1,3.08,1.49,26,1,5,NA,4.62,1.8,21,1,7,NA,5.16,1.82,25,1,7,NA,8.53,0.86,30,6,9,NA
enlarge,5.35,1.42,20,1,7,NA,3.57,1.12,23,1,5,NA,3.5,1.86,26,1,7,1,5.36,1.5,25,2,7,NA,5.16,1.32,31,1,9,NA
enlarging,6.29,1.42,21,3,9,NA,3.77,1.19,22,1,5,NA,3.88,1.73,24,1,7,NA,5.37,1.79,30,2,7,NA,4.62,1.27,29,1,7,NA
enlighten,5.29,2.57,21,1,9,NA,1.61,0.78,23,1,3,NA,2.54,1.73,26,1,6,NA,2.73,1.95,26,1,7,NA,7.36,1.37,28,4,9,NA
enlist,6.42,1.39,19,5,9,NA,3.33,1.31,24,1,5,NA,3.86,2.13,21,1,7,NA,4.07,2,28,1,7,1,4.25,1.58,28,1,8,1
enlisted,6.19,1.33,21,4,9,NA,2.86,1.21,28,1,5,1,2.93,1.68,28,1,7,NA,3.69,1.96,32,1,7,NA,4.53,1.22,32,2,7,NA
enliven,7.07,2.34,15,1,9,5,2.05,1.15,20,1,5,5,2.61,1.33,18,1,6,6,2.7,1.22,20,1,5,5,7.24,1.41,21,5,9,8
enmesh,4.22,2.22,9,1,8,8,1.91,1.04,11,1,4,13,4.29,1.64,14,1,7,11,3.56,2.31,16,1,7,12,4.56,2.25,18,1,9,11
enrage,7.81,1.4,21,5,9,NA,3.57,1.37,28,1,5,1,5.18,1.81,28,1,7,NA,5.14,1.88,28,1,7,NA,2.12,1.32,33,1,5,NA
enrapture,6.1,1.66,10,3,8,5,2.36,1.12,11,1,5,14,2.8,1.66,15,1,7,11,2.53,1.61,19,1,6,12,4.78,1.66,18,1,8,14
enrich,6.32,2,19,3,9,NA,1.6,0.71,25,1,3,NA,2.43,1.65,23,1,7,NA,2.71,1.63,28,1,7,NA,7.15,1.43,27,3,9,NA
enroll,6.14,2.4,22,1,9,1,3,1.32,25,1,5,1,3.71,2.07,28,1,7,NA,4.2,1.98,25,1,7,1,6,1.68,28,1,9,NA
enrolled,5.44,1.86,16,1,9,NA,2.36,1.44,25,1,5,NA,2,1.53,24,1,7,NA,3.13,1.96,23,1,7,NA,6.36,1.54,28,4,9,NA
enshrine,5.46,1.2,13,3,8,7,2.11,1.13,18,1,5,9,2.57,1.22,14,1,5,7,3.53,2,15,1,7,9,6.25,1.92,20,1,9,10
enshroud,3.93,1.94,14,1,7,6,2.59,1.42,17,1,5,8,2.88,1.8,17,1,6,7,3.6,2.16,15,1,7,10,4.05,1.36,21,1,5,8
enslave,6.95,1.68,22,5,9,1,3.28,1.49,25,1,5,1,5.59,1.45,27,2,7,1,5.62,1.83,26,1,7,NA,1.68,1.63,28,1,9,NA
ensnare,6.67,1.23,15,4,9,6,3.35,1.27,20,1,5,7,3.38,1.8,21,1,7,7,4.95,1.96,21,1,7,6,3.53,1.31,19,1,6,9
ensue,4.8,1.78,15,1,8,1,2,1.05,19,1,4,6,1.86,1.24,21,1,5,3,2.32,1.34,19,1,5,4,5.35,1.04,20,4,9,8
entail,4.5,1.5,18,1,7,1,1.54,0.78,24,1,3,1,1.55,1.01,22,1,4,1,1.85,1.59,26,1,6,2,5.25,0.99,24,3,8,2
entangle,5.67,1.71,18,1,8,NA,3.56,1.25,27,1,5,1,4.25,1.62,24,1,7,1,5.21,2.04,29,1,7,NA,3.89,1.29,28,1,6,2
enter,5.37,1.98,19,1,9,NA,4.07,1.27,27,1,5,NA,5.08,2.08,24,1,7,NA,6.36,1.22,25,2,7,NA,6.13,1.41,30,5,9,NA
entering,5.09,1.54,22,2,9,NA,4.42,0.64,26,3,5,NA,5.52,1.27,23,3,7,NA,6.29,1.08,24,2,7,NA,5.68,0.82,28,5,7,1
entertain,7.82,1.33,17,4,9,NA,3.38,1.28,24,1,5,NA,5,1.71,25,1,7,NA,5.14,1.6,28,2,7,NA,8.03,1.18,29,5,9,NA
